YEAR,MO,DY,HR,pyrano,anemo,wind,PS,humidity,suhu
2023,12,16,0,0,1.52,203.39,99.21,17.33,25.03
2023,12,16,1,0,1.47,201.52,99.16,17.33,24.78
2023,12,16,2,0,1.41,198.03,99.13,17.33,24.57
2023,12,16,3,0,1.39,193.02,99.13,17.27,24.4
2023,12,16,4,0,1.33,190.45,99.15,17.21,24.25
2023,12,16,5,0,1.29,189.06,99.2,17.15,24.09
2023,12,16,6,44.1,1.4,188.04,99.25,17.27,24.79
2023,12,16,7,139.45,1.58,185.96,99.33,17.09,26.46
2023,12,16,8,255,1.56,188.33,99.36,16.85,28.11
2023,12,16,9,304.83,1.62,192.23,99.35,16.66,29.65
2023,12,16,10,400.12,1.76,195.7,99.31,16.54,30.88
2023,12,16,11,428.65,1.92,197.48,99.24,16.42,31.71
2023,12,16,12,424.2,2.12,198.43,99.17,16.36,32.19
2023,12,16,13,364.33,2.32,198.43,99.09,16.3,32.31
2023,12,16,14,316.23,2.48,197.41,99.03,16.24,32.06
2023,12,16,15,224.55,2.55,196.21,99,16.3,31.26
2023,12,16,16,118.05,2.52,196.41,99.04,16.48,30.09
2023,12,16,17,27.83,2.35,199.04,99.12,16.72,28.7
2023,12,16,18,0,2.04,203.43,99.21,16.97,27.34
2023,12,16,19,0,1.91,207.3,99.29,17.15,26.52
2023,12,16,20,0,1.81,208,99.35,17.27,25.98
2023,12,16,21,0,1.73,206.57,99.36,17.4,25.58
2023,12,16,22,0,1.69,204.07,99.33,17.4,25.26
2023,12,16,23,0,1.64,201.55,99.3,17.4,24.98
2023,12,17,0,0,1.53,202.78,99.25,17.33,24.72
2023,12,17,1,0,1.43,206.99,99.23,17.27,24.54
2023,12,17,2,0,1.38,207.58,99.22,17.15,24.4
2023,12,17,3,0,1.37,203.93,99.22,17.03,24.24
2023,12,17,4,0,1.34,198.65,99.24,16.91,24.01
2023,12,17,5,0,1.29,195.13,99.28,16.85,23.81
2023,12,17,6,39.4,1.38,194.43,99.34,16.85,24.4
2023,12,17,7,144.35,1.39,195.99,99.4,16.66,25.89
2023,12,17,8,244.75,1.27,201.21,99.41,16.54,27.6
2023,12,17,9,283.55,1.2,204.72,99.37,16.48,29.26
2023,12,17,10,367.67,1.32,206.41,99.3,16.36,30.72
2023,12,17,11,389.5,1.6,205.81,99.22,16.24,31.93
2023,12,17,12,353.92,1.92,203.01,99.14,16.05,32.65
2023,12,17,13,373.38,2.28,199.24,99.06,15.99,32.8
2023,12,17,14,307.98,2.57,197.33,99.01,15.99,32.44
2023,12,17,15,217.08,2.72,196.87,99.02,16.05,31.63
2023,12,17,16,114.73,2.67,198.43,99.07,16.36,30.31
2023,12,17,17,22.62,2.46,202.41,99.15,16.66,28.8
2023,12,17,18,0,2.13,207.5,99.24,16.91,27.44
2023,12,17,19,0,1.93,212.08,99.33,17.09,26.59
2023,12,17,20,0,1.72,214.48,99.38,17.27,26.04
2023,12,17,21,0,1.59,215.18,99.39,17.4,25.63
2023,12,17,22,0,1.47,212.17,99.36,17.46,25.33
2023,12,17,23,0,1.37,207.44,99.32,17.46,25.07
2023,12,18,0,0,1.3,203.02,99.28,17.46,24.87
2023,12,18,1,0,1.24,198.32,99.23,17.46,24.71
2023,12,18,2,0,1.18,192.2,99.21,17.52,24.57
2023,12,18,3,0,1.13,185.55,99.19,17.52,24.44
2023,12,18,4,0,1.12,180,99.21,17.52,24.33
2023,12,18,5,0,1.12,175.6,99.25,17.52,24.24
2023,12,18,6,53.2,1.29,174.08,99.32,17.58,24.77
2023,12,18,7,156.05,1.42,174.95,99.38,17.4,26.1
2023,12,18,8,267.02,1.41,179.37,99.41,17.27,27.59
2023,12,18,9,338.45,1.47,185.19,99.4,17.15,29.08
2023,12,18,10,406.98,1.58,191.98,99.34,16.91,30.55
2023,12,18,11,433.62,1.79,196.46,99.26,16.54,31.72
2023,12,18,12,425.1,2.04,197.12,99.19,16.3,32.31
2023,12,18,13,397.6,2.25,195.92,99.13,16.17,32.61
2023,12,18,14,306.85,2.42,195.16,99.07,15.99,32.4
2023,12,18,15,211.9,2.51,195.16,99.06,16.05,31.71
2023,12,18,16,121.6,2.48,196.84,99.1,16.3,30.58
2023,12,18,17,26.27,2.32,199.9,99.18,16.6,29.17
2023,12,18,18,0,1.98,204.24,99.25,16.97,27.7
2023,12,18,19,0,1.86,208.28,99.33,17.21,26.77
2023,12,18,20,0,1.8,210.45,99.4,17.33,26.13
2023,12,18,21,0,1.73,210.74,99.42,17.4,25.64
2023,12,18,22,0,1.61,208.43,99.4,17.46,25.25
2023,12,18,23,0,1.51,204.05,99.36,17.46,24.94
2023,12,19,0,0,1.44,200.7,99.31,17.4,24.72
2023,12,19,1,0,1.33,195.99,99.26,17.4,24.55
2023,12,19,2,0,1.26,193.26,99.24,17.4,24.46
2023,12,19,3,0,1.22,190.3,99.27,17.4,24.34
2023,12,19,4,0,1.18,187.97,99.31,17.4,24.21
2023,12,19,5,0,1.15,185.87,99.37,17.4,24.05
2023,12,19,6,37.1,1.28,183.84,99.43,17.46,24.62
2023,12,19,7,119.08,1.46,181.23,99.49,17.33,25.99
2023,12,19,8,213.8,1.47,181.22,99.51,16.97,27.91
2023,12,19,9,294.62,1.53,183.5,99.49,16.91,29.53
2023,12,19,10,355.55,1.68,186.93,99.42,16.78,30.81
2023,12,19,11,398.98,1.93,189.81,99.34,16.66,31.76
2023,12,19,12,372.25,2.2,191.47,99.25,16.54,32.17
2023,12,19,13,341.7,2.47,191.66,99.17,16.6,32
2023,12,19,14,289.15,2.63,192.55,99.11,16.85,31.13
2023,12,19,15,212.23,2.6,194.45,99.1,17.03,30.15
2023,12,19,16,110.15,2.47,196.54,99.14,17.21,29.12
2023,12,19,17,24.3,2.27,198.06,99.2,17.27,28.01
2023,12,19,18,0,1.93,199.82,99.3,17.46,27.01
2023,12,19,19,0,1.76,200.53,99.39,17.64,26.37
2023,12,19,20,0,1.62,199.13,99.47,17.76,25.94
2023,12,19,21,0,1.53,196.03,99.49,17.76,25.63
2023,12,19,22,0,1.47,191.97,99.48,17.7,25.41
2023,12,19,23,0,1.43,188.79,99.44,17.52,25.24
2023,12,20,0,0,1.37,188.55,99.39,17.4,25.06
2023,12,20,1,0,1.29,192.19,99.34,17.15,24.86
2023,12,20,2,0,1.33,192.57,99.29,16.97,24.63
2023,12,20,3,0,1.43,189.77,99.26,16.78,24.46
2023,12,20,4,0,1.44,188.09,99.27,16.66,24.31
2023,12,20,5,0,1.39,187.45,99.32,16.66,24.19
2023,12,20,6,37.6,1.52,187.67,99.38,16.66,24.64
2023,12,20,7,129.17,1.66,188.93,99.45,16.36,25.83
2023,12,20,8,236.15,1.65,193.44,99.48,16.3,27.32
2023,12,20,9,334.05,1.71,197.53,99.46,16.17,28.82
2023,12,20,10,339.52,1.84,199.36,99.39,16.11,29.94
2023,12,20,11,404.12,1.99,199.93,99.3,16.05,30.76
2023,12,20,12,407.77,2.14,200.29,99.21,15.99,31.13
2023,12,20,13,358.58,2.26,200.88,99.12,16.05,31.19
2023,12,20,14,319.1,2.35,201.27,99.06,16.05,30.9
2023,12,20,15,229.77,2.37,201.66,99.04,15.99,30.3
2023,12,20,16,129.73,2.33,202.52,99.07,15.99,29.43
2023,12,20,17,29.62,2.17,203.79,99.14,15.99,28.35
2023,12,20,18,0,1.82,206.01,99.2,16.3,27.18
2023,12,20,19,0,1.7,208.8,99.28,16.42,26.51
2023,12,20,20,0,1.6,210.2,99.34,16.54,26.05
2023,12,20,21,0,1.52,210.66,99.37,16.54,25.68
2023,12,20,22,0,1.44,208.51,99.37,16.48,25.33
2023,12,20,23,0,1.4,204.42,99.35,16.36,24.99
2023,12,21,0,0,1.37,200.29,99.31,16.24,24.74
2023,12,21,1,0,1.35,196.76,99.25,16.17,24.5
2023,12,21,2,0,1.34,193.14,99.2,16.17,24.26
2023,12,21,3,0,1.34,189.02,99.19,16.11,24.04
2023,12,21,4,0,1.34,186.38,99.22,16.11,23.83
2023,12,21,5,0,1.29,185.57,99.27,16.11,23.62
2023,12,21,6,35.2,1.36,185.28,99.33,16.3,24.34
2023,12,21,7,111.25,1.46,183.37,99.4,16.11,26.06
2023,12,21,8,195.7,1.37,185.55,99.44,15.87,27.8
2023,12,21,9,284.85,1.31,191.31,99.43,15.62,29.41
2023,12,21,10,407.7,1.39,198.64,99.38,15.5,30.75
2023,12,21,11,313.17,1.56,202.97,99.31,15.62,31.34
2023,12,21,12,313.1,1.68,205.37,99.26,15.75,31.9
2023,12,21,13,290.92,1.8,204.34,99.18,15.93,31.59
2023,12,21,14,233.4,1.89,203.39,99.13,16.36,30.75
2023,12,21,15,159.12,1.92,203.75,99.12,16.66,29.65
2023,12,21,16,82.5,1.81,206.34,99.16,16.97,28.5
2023,12,21,17,24.1,1.6,209.33,99.23,17.58,27.48
2023,12,21,18,0,1.33,211.54,99.3,18.19,26.58
2023,12,21,19,0,1.24,213.99,99.38,18.07,26.06
2023,12,21,20,0,1.19,214.32,99.42,17.94,25.65
2023,12,21,21,0,1.17,213.8,99.44,17.82,25.33
2023,12,21,22,0,1.15,211.96,99.43,17.7,25.09
2023,12,21,23,0,1.12,212.13,99.4,17.64,24.92
2023,12,22,0,0,1.05,214.05,99.35,17.58,24.79
2023,12,22,1,0,0.99,215.33,99.29,17.58,24.68
2023,12,22,2,0,0.95,213.95,99.27,17.52,24.55
2023,12,22,3,0,0.94,209.98,99.28,17.4,24.44
2023,12,22,4,0,0.93,203.77,99.32,17.27,24.32
2023,12,22,5,0,0.91,197.5,99.37,17.15,24.19
2023,12,22,6,28.65,0.96,191.22,99.42,17.33,24.64
2023,12,22,7,90.3,0.99,185.89,99.48,17.27,25.55
2023,12,22,8,183.45,0.92,184.4,99.5,16.66,27.61
2023,12,22,9,288.27,0.81,189.46,99.48,16.3,29.51
2023,12,22,10,360.1,0.86,195.8,99.42,16.11,30.88
2023,12,22,11,372.95,1.09,193.74,99.35,16.11,31.87
2023,12,22,12,323.27,1.38,190.1,99.27,16.17,32.44
2023,12,22,13,324.17,1.7,187.91,99.19,16.24,32.47
2023,12,22,14,277.5,2,185.6,99.14,16.54,31.68
2023,12,22,15,195.33,2.09,183.43,99.14,16.85,30.58
2023,12,22,16,96.98,1.95,181.6,99.19,17.21,29.4
2023,12,22,17,27,1.68,182.93,99.25,17.76,28.15
2023,12,22,18,0,1.34,186.04,99.33,18.43,26.98
2023,12,22,19,0,1.22,189.22,99.4,18.74,26.4
2023,12,22,20,0,1.1,191.87,99.45,18.86,26.09
2023,12,22,21,0,1.01,192.53,99.47,18.98,25.85
2023,12,22,22,0,1,191.31,99.48,18.98,25.68
2023,12,22,23,0,1.03,189.61,99.44,18.98,25.51
2023,12,23,0,0,1.09,186.61,99.39,18.98,25.38
2023,12,23,1,0,1.13,183.16,99.34,18.92,25.27
2023,12,23,2,0,1.17,180,99.32,18.92,25.19
2023,12,23,3,0,1.21,177.78,99.32,18.8,25.12
2023,12,23,4,0,1.24,176.76,99.34,18.68,25.05
2023,12,23,5,0,1.23,176.36,99.39,18.55,24.95
2023,12,23,6,21.35,1.27,177.54,99.45,18.68,25.26
2023,12,23,7,77.58,1.32,178.64,99.51,18.8,26.01
2023,12,23,8,139.33,1.28,181.75,99.55,17.94,27.49
2023,12,23,9,220.27,1.33,188.8,99.53,17.4,29.11
2023,12,23,10,336.1,1.53,195.1,99.47,17.15,30.37
2023,12,23,11,360.95,1.8,199.22,99.4,17.03,31.46
2023,12,23,12,368.08,2.1,201.6,99.31,17.15,31.73
2023,12,23,13,322.6,2.28,203.66,99.25,17.27,31.67
2023,12,23,14,276.25,2.36,205.89,99.22,17.4,31.33
2023,12,23,15,186.08,2.34,208.37,99.22,17.4,30.61
2023,12,23,16,101.3,2.16,212.14,99.26,17.46,29.72
2023,12,23,17,27.62,1.87,215.82,99.32,17.52,28.68
2023,12,23,18,0,1.4,217.96,99.39,17.82,27.52
2023,12,23,19,0,1.23,215.41,99.44,18.01,26.79
2023,12,23,20,0,1.13,207.63,99.47,18.13,26.29
2023,12,23,21,0,1.09,198.43,99.46,18.19,25.9
2023,12,23,22,0,1.13,191.54,99.43,18.19,25.58
2023,12,23,23,0,1.18,189.15,99.36,18.19,25.35
2023,12,24,0,0,1.18,193.39,99.32,18.19,25.25
2023,12,24,1,0,1.15,201.01,99.29,18.19,25.17
2023,12,24,2,0,1.2,201.87,99.28,18.19,25.1
2023,12,24,3,0,1.29,197.56,99.27,18.19,25.02
2023,12,24,4,0,1.31,192.71,99.29,18.25,24.94
2023,12,24,5,0,1.24,189.82,99.36,18.31,24.83
2023,12,24,6,56.42,1.35,187,99.45,18.49,25.57
2023,12,24,7,171.4,1.48,180.6,99.52,18.55,27.23
2023,12,24,8,284.92,1.46,176.02,99.54,18.31,29.01
2023,12,24,9,376.8,1.4,173.59,99.53,18.01,30.52
2023,12,24,10,406.58,1.36,177.37,99.47,17.7,31.56
2023,12,24,11,400.58,1.41,184.76,99.4,17.52,32.26
2023,12,24,12,394.7,1.55,190.74,99.3,17.4,32.76
2023,12,24,13,365.85,1.76,193.6,99.21,17.33,32.89
2023,12,24,14,294.75,1.92,193.41,99.13,17.4,32.49
2023,12,24,15,201.73,1.97,193.32,99.1,17.52,31.7
2023,12,24,16,103.9,1.84,194.74,99.13,17.7,30.7
2023,12,24,17,26.65,1.56,198.34,99.2,18.13,29.55
2023,12,24,18,0,1.15,203.25,99.29,18.74,28.35
2023,12,24,19,0,1.02,205.39,99.38,18.98,27.69
2023,12,24,20,0,0.99,199.87,99.47,18.92,27.28
2023,12,24,21,0,1.07,192.21,99.52,18.74,26.92
2023,12,24,22,0,1.23,188.75,99.53,18.86,26.6
2023,12,24,23,0,1.36,186.92,99.48,18.92,26.37
2023,12,25,0,0,1.43,184.4,99.4,18.92,26.18
2023,12,25,1,0,1.49,180,99.33,18.98,26.02
2023,12,25,2,0,1.59,175.21,99.27,18.98,25.89
2023,12,25,3,0,1.67,171.91,99.24,18.98,25.8
2023,12,25,4,0,1.57,171.43,99.25,18.98,25.73
2023,12,25,5,0,1.41,171.42,99.32,18.98,25.67
2023,12,25,6,30,1.42,169.55,99.4,18.98,25.94
2023,12,25,7,103.45,1.49,163.85,99.49,18.92,26.46
2023,12,25,8,190.92,1.39,157.48,99.56,18.86,27.08
2023,12,25,9,256.42,1.25,152.79,99.56,18.49,28
2023,12,25,10,320.38,1.2,155.43,99.51,18.19,28.83
2023,12,25,11,304.2,1.25,161,99.44,18.13,29.38
2023,12,25,12,313.4,1.29,166.3,99.36,18.07,29.65
2023,12,25,13,293.88,1.28,172.31,99.3,18.13,29.65
2023,12,25,14,254.35,1.28,182.1,99.25,18.13,29.3
2023,12,25,15,175.52,1.35,195.4,99.24,18.37,28.62
2023,12,25,16,97.85,1.4,203.41,99.28,18.74,27.82
2023,12,25,17,26.02,1.28,205.31,99.34,19.1,27.09
2023,12,25,18,0,1.09,203.63,99.4,19.47,26.51
2023,12,25,19,0,0.92,198.9,99.46,19.53,26.2
2023,12,25,20,0,0.76,191.31,99.5,19.53,26.03
2023,12,25,21,0,0.67,189.35,99.5,19.47,25.87
2023,12,25,22,0,0.67,192.75,99.5,19.41,25.74
2023,12,25,23,0,0.74,192.26,99.47,19.35,25.59
2023,12,26,0,0,0.83,186.99,99.41,19.29,25.44
2023,12,26,1,0,0.88,183.54,99.36,19.23,25.29
2023,12,26,2,0,0.85,185.29,99.34,19.1,25.19
2023,12,26,3,0,0.83,186.52,99.33,19.04,25.12
2023,12,26,4,0,0.83,183.78,99.36,18.92,25.05
2023,12,26,5,0,0.82,182.73,99.41,18.8,25.03
2023,12,26,6,37.45,0.75,188.38,99.48,19.04,25.33
2023,12,26,7,132.1,0.62,199.8,99.55,19.41,25.85
2023,12,26,8,234.83,0.6,204.57,99.58,19.9,26.4
2023,12,26,9,312.62,0.51,212.47,99.59,20.26,26.99
2023,12,26,10,356.7,0.55,206.93,99.55,20.02,27.54
2023,12,26,11,360.1,0.71,200.63,99.49,20.02,28.08
2023,12,26,12,323.92,0.88,200.85,99.41,18.43,29.44
2023,12,26,13,291.65,1.11,198.43,99.33,17.21,30.63
2023,12,26,14,232.73,1.37,195.54,99.27,17.27,30.77
2023,12,26,15,167.3,1.55,194.6,99.25,17.4,30.39
2023,12,26,16,113.8,1.63,193.04,99.29,18.01,29.48
2023,12,26,17,25.92,1.6,192.95,99.36,18.92,28.21
2023,12,26,18,0,1.45,193.74,99.45,19.41,26.91
2023,12,26,19,0,1.43,195.56,99.53,19.47,26.32
2023,12,26,20,0,1.33,196.41,99.6,19.47,26.01
2023,12,26,21,0,1.18,197.35,99.63,19.47,25.8
2023,12,26,22,0,1.08,195.15,99.62,19.41,25.62
2023,12,26,23,0,1.06,187.23,99.59,19.29,25.48
2023,12,27,0,0,1.09,177.95,99.55,19.23,25.37
2023,12,27,1,0,1.16,170.73,99.49,19.1,25.26
2023,12,27,2,0,1.24,162.82,99.45,19.04,25.19
2023,12,27,3,0,1.35,155.36,99.43,18.98,25.14
2023,12,27,4,0,1.39,151.57,99.44,18.92,25.08
2023,12,27,5,0,1.35,149.43,99.47,18.86,25.06
2023,12,27,6,28.38,1.35,145.85,99.52,18.98,25.33
2023,12,27,7,103.7,1.41,141.74,99.58,19.17,25.79
2023,12,27,8,194.02,1.39,137.27,99.6,19.17,26.26
2023,12,27,9,254.62,1.35,135,99.59,19.23,26.86
2023,12,27,10,350.25,1.29,136.47,99.55,19.04,27.5
2023,12,27,11,385.6,1.24,142.91,99.49,18.86,28.08
2023,12,27,12,358.23,1.28,153.9,99.42,18.8,28.46
2023,12,27,13,291.85,1.41,163.57,99.34,18.8,28.6
2023,12,27,14,240.95,1.56,169.59,99.28,18.8,28.53
2023,12,27,15,158.9,1.69,173.63,99.26,18.86,28.22
2023,12,27,16,83.6,1.77,175.19,99.28,18.98,27.62
2023,12,27,17,27.58,1.66,175.15,99.33,19.29,26.93
2023,12,27,18,0,1.49,177.89,99.41,19.41,26.43
2023,12,27,19,0,1.45,185.86,99.49,19.41,26.2
2023,12,27,20,0,1.49,189.66,99.55,19.35,26.05
2023,12,27,21,0,1.51,184.44,99.55,19.29,25.93
2023,12,27,22,0,1.42,177.47,99.54,19.23,25.82
2023,12,27,23,0,1.22,175.24,99.49,19.1,25.74
2023,12,28,0,0,1.08,174.62,99.44,19.04,25.62
2023,12,28,1,0,1.04,170.89,99.39,18.98,25.47
2023,12,28,2,0,1.06,165.04,99.35,18.92,25.32
2023,12,28,3,0,1.09,162.47,99.33,18.92,25.27
2023,12,28,4,0,1.11,161.95,99.35,18.86,25.28
2023,12,28,5,0,1.13,158.05,99.38,18.8,25.29
2023,12,28,6,39.4,1.17,152.24,99.42,19.04,25.54
2023,12,28,7,138.02,1.35,143.73,99.47,19.1,26.19
2023,12,28,8,243.48,1.38,132.93,99.51,19.04,27.11
2023,12,28,9,310.08,1.34,122.57,99.5,18.8,28.37
2023,12,28,10,374.42,1.24,115.76,99.46,18.62,29.58
2023,12,28,11,387.12,1.19,113.2,99.4,18.37,30.53
2023,12,28,12,385.15,1.2,114.72,99.32,18.19,31.26
2023,12,28,13,331.23,1.22,119.2,99.23,18.07,31.65
2023,12,28,14,273.42,1.24,124.49,99.16,18.13,31.47
2023,12,28,15,197.48,1.27,126.73,99.13,18.19,31.08
2023,12,28,16,104,1.23,126.72,99.13,18.37,30.48
2023,12,28,17,32.88,1.08,126.79,99.18,18.98,29.6
2023,12,28,18,0,0.92,125.31,99.25,19.23,28.37
2023,12,28,19,0,0.88,115.66,99.33,19.23,27.7
2023,12,28,20,0,0.81,102.29,99.4,19.35,27.27
2023,12,28,21,0,0.74,84.53,99.43,19.41,26.89
2023,12,28,22,0,0.73,67.29,99.41,19.47,26.44
2023,12,28,23,0,0.71,53,99.37,19.47,25.98
2023,12,29,0,0,0.71,35.1,99.27,19.23,25.63
2023,12,29,1,0,0.73,20.77,99.18,19.1,25.3
2023,12,29,2,0,0.79,34.16,99.15,18.98,25.01
2023,12,29,3,0,1.06,47.98,99.2,18.92,24.83
2023,12,29,4,0,1.14,41.11,99.25,18.86,24.65
2023,12,29,5,0,1.05,26.57,99.28,18.74,24.43
2023,12,29,6,39.15,0.94,21.45,99.3,18.86,24.98
2023,12,29,7,110.3,0.98,29.63,99.32,18.92,26.62
2023,12,29,8,185.33,1,62.64,99.37,18.49,28.29
2023,12,29,9,223.1,1.39,88.39,99.42,17.88,29.88
2023,12,29,10,312.88,1.45,98.39,99.4,17.52,31.05
2023,12,29,11,328.95,1.35,113.9,99.33,17.33,31.99
2023,12,29,12,390.3,1.44,129.29,99.25,17.27,32.63
2023,12,29,13,364.55,1.57,139.24,99.16,17.15,32.85
2023,12,29,14,296.92,1.65,145.78,99.08,17.09,32.6
2023,12,29,15,216.08,1.62,146.62,99.05,16.97,32.05
2023,12,29,16,125.9,1.5,143.07,99.05,17.09,31.08
2023,12,29,17,32.92,1.3,139.89,99.1,17.76,29.75
2023,12,29,18,0,1.07,137.95,99.17,18.55,28.31
2023,12,29,19,0,1.03,133.15,99.25,19.04,27.44
2023,12,29,20,0,0.99,126.33,99.32,19.47,26.85
2023,12,29,21,0,0.92,119.38,99.35,19.78,26.57
2023,12,29,22,0,0.83,111,99.35,19.84,26.39
2023,12,29,23,0,0.82,99.37,99.31,19.9,26.18
2023,12,30,0,0,0.95,91.89,99.22,19.78,25.88
2023,12,30,1,0,1.08,92.49,99.13,19.65,25.59
2023,12,30,2,0,1.13,93.18,99.11,19.53,25.44
2023,12,30,3,0,1.13,93.16,99.14,19.41,25.48
2023,12,30,4,0,1.02,88.68,99.19,19.35,25.52
2023,12,30,5,0,0.93,78.41,99.25,19.23,25.53
2023,12,30,6,25.7,0.93,76.43,99.33,19.47,25.89
2023,12,30,7,85.5,0.95,75.28,99.4,19.71,26.65
2023,12,30,8,152.8,0.95,61.96,99.42,18.43,28.07
2023,12,30,9,237.98,0.92,54.01,99.38,16.97,30
2023,12,30,10,307.7,0.87,62.74,99.29,16.36,31.47
2023,12,30,11,337.7,0.82,89.45,99.21,16.42,32.55
2023,12,30,12,333.4,0.91,114.36,99.13,16.91,33.16
2023,12,30,13,292.42,1.2,130.52,99.07,16.91,33.28
2023,12,30,14,246.77,1.53,139.97,99.01,16.91,32.86
2023,12,30,15,176.83,1.83,145.63,99,17.09,32.04
2023,12,30,16,91.8,2.02,149.07,99.03,17.64,30.93
2023,12,30,17,32.05,2.03,152.25,99.11,18.49,29.58
2023,12,30,18,0,1.87,154.29,99.22,18.92,28.23
2023,12,30,19,0,1.68,154.63,99.33,19.1,27.47
2023,12,30,20,0,1.35,154.18,99.41,19.35,26.98
2023,12,30,21,0,1.03,153.82,99.43,19.59,26.61
2023,12,30,22,0,0.87,156.67,99.41,19.71,26.28
2023,12,30,23,0,0.86,161.57,99.36,19.84,26.03
2023,12,31,0,0,0.95,165.28,99.29,19.9,25.86
2023,12,31,1,0,1.03,167.23,99.22,19.96,25.74
2023,12,31,2,0,1.04,168.69,99.15,19.9,25.66
2023,12,31,3,0,0.99,172.26,99.13,19.9,25.59
2023,12,31,4,0,0.95,179.06,99.15,19.84,25.57
2023,12,31,5,0,0.95,181.88,99.21,19.78,25.51
2023,12,31,6,33.88,1.13,177.22,99.31,19.96,25.9
2023,12,31,7,126.88,1.42,169.86,99.4,20.2,26.48
2023,12,31,8,227.27,1.52,165.39,99.46,20.08,27.15
2023,12,31,9,298.45,1.5,166.11,99.48,19.71,28.02
2023,12,31,10,378.85,1.45,171.35,99.42,19.47,28.83
2023,12,31,11,384.85,1.46,175.08,99.35,19.29,29.54
2023,12,31,12,337.3,1.53,176.48,99.27,19.23,29.83
2023,12,31,13,326.27,1.58,176.88,99.18,19.29,29.91
2023,12,31,14,282.3,1.6,176.63,99.11,19.23,29.88
2023,12,31,15,202.62,1.56,175.69,99.09,19.47,29.51
2023,12,31,16,105.12,1.58,174.88,99.14,19.84,28.86
2023,12,31,17,32.6,1.49,174.29,99.22,20.32,27.86
2023,12,31,18,0,1.38,171.87,99.28,20.63,26.9
2023,12,31,19,0,1.38,168.56,99.34,20.63,26.51
2023,12,31,20,0,1.3,167.47,99.4,20.57,26.3
2023,12,31,21,0,1.2,170.6,99.43,20.51,26.17
2023,12,31,22,0,1.1,176.32,99.41,20.39,26.06
2023,12,31,23,0,1.04,180.86,99.36,20.26,25.95
2024,1,1,0,0,1,185.36,99.28,20.2,25.83
2024,1,1,1,0,0.98,185.94,99.2,20.08,25.73
2024,1,1,2,0,0.99,186.79,99.14,20.02,25.66
2024,1,1,3,0,1,185.4,99.13,19.96,25.63
2024,1,1,4,0,0.93,184.33,99.16,19.9,25.58
2024,1,1,5,0,0.82,181.09,99.22,19.84,25.53
2024,1,1,6,26.65,0.74,175.14,99.29,20.14,25.8
2024,1,1,7,92.58,0.68,167.4,99.39,20.57,26.4
2024,1,1,8,176.1,0.52,155.34,99.45,20.63,26.87
2024,1,1,9,201.62,0.29,157.62,99.46,20.2,27.57
2024,1,1,10,253.27,0.12,203.2,99.43,19.78,28.23
2024,1,1,11,285.33,0.19,262.87,99.35,19.47,28.73
2024,1,1,12,268.62,0.28,255.58,99.27,19.35,29.14
2024,1,1,13,247.17,0.35,245.14,99.21,19.23,29.32
2024,1,1,14,196.83,0.46,228.45,99.15,19.23,29.23
2024,1,1,15,143.02,0.59,214.11,99.14,19.47,29.01
2024,1,1,16,88.42,0.67,200.56,99.16,20.32,28.55
2024,1,1,17,32.6,0.58,197.95,99.22,20.45,27.73
2024,1,1,18,0,0.57,191.15,99.28,19.78,27.35
2024,1,1,19,0,0.7,187.05,99.33,19.65,27.16
2024,1,1,20,0,0.77,187.56,99.37,19.65,26.92
2024,1,1,21,0,0.84,190.68,99.38,19.78,26.58
2024,1,1,22,0,0.82,192.06,99.35,19.84,26.19
2024,1,1,23,0,0.81,189.46,99.31,19.84,25.83
2024,1,2,0,0,0.83,184.85,99.25,19.78,25.6
2024,1,2,1,0,0.88,182.53,99.2,19.78,25.51
2024,1,2,2,0,0.95,181.42,99.17,19.78,25.45
2024,1,2,3,0,1.01,178.67,99.17,19.78,25.4
2024,1,2,4,0,1.06,174.08,99.19,19.78,25.37
2024,1,2,5,0,1.1,167.74,99.23,19.78,25.36
2024,1,2,6,21.8,1.14,157.47,99.29,19.9,25.65
2024,1,2,7,76.2,1.14,144.78,99.34,20.39,26.46
2024,1,2,8,132.88,1.06,134.4,99.35,20.32,27.39
2024,1,2,9,243.25,0.96,124.34,99.33,20.2,28.26
2024,1,2,10,312,0.77,118.38,99.28,19.96,29.08
2024,1,2,11,290.9,0.55,125.73,99.21,19.65,29.77
2024,1,2,12,329.27,0.5,155.04,99.13,19.35,30.19
2024,1,2,13,294.45,0.67,175.96,99.04,19.29,30.33
2024,1,2,14,253.73,0.84,183.21,98.99,19.41,30.18
2024,1,2,15,168.05,0.93,183.85,98.98,20.14,29.89
2024,1,2,16,88.27,0.99,181.35,99,20.75,29.59
2024,1,2,17,25.35,0.92,175.64,99.06,20.81,28.88
2024,1,2,18,0,0.77,173.6,99.14,20.81,27.94
2024,1,2,19,0,0.71,172.41,99.23,20.87,27.34
2024,1,2,20,0,0.6,167.23,99.28,20.57,27.19
2024,1,2,21,0,0.48,160.97,99.3,20.2,27.12
2024,1,2,22,0,0.42,151.05,99.29,20.08,26.94
2024,1,2,23,0,0.56,138.96,99.28,20.08,26.66
2024,1,3,0,0,0.72,135,99.23,20.14,26.38
2024,1,3,1,0,0.61,133.96,99.17,20.14,26.12
2024,1,3,2,0,0.36,129.64,99.13,20.02,25.89
2024,1,3,3,0,0.26,40.03,99.13,19.71,25.76
2024,1,3,4,0,0.48,15.17,99.16,19.59,25.6
2024,1,3,5,0,0.48,19.9,99.2,19.47,25.49
