YEAR,MO,DY,HR,pyrano,anemo,wind,PS,humidity,suhu
2024,5,6,23,-999,1.42,130.33,99.3,19.84,26.1
2024,5,7,0,-999,1.24,124.99,99.25,19.71,25.97
2024,5,7,1,-999,1.22,126.14,99.2,19.53,25.77
2024,5,7,2,-999,1.26,130.72,99.2,19.29,25.75
2024,5,7,3,-999,1.2,136.05,99.21,19.1,25.74
2024,5,7,4,-999,1.19,138.46,99.22,18.98,25.68
2024,5,7,5,-999,1.14,139.44,99.27,18.86,25.67
2024,5,7,6,-999,1.05,139.81,99.34,19.17,25.79
2024,5,7,7,-999,1,132.15,99.37,20.08,26.62
2024,5,7,8,-999,1.07,124.85,99.39,20.02,27.5
2024,5,7,9,-999,0.99,122.05,99.39,19.41,28.24
2024,5,7,10,-999,0.91,123.83,99.35,19.47,29.03
2024,5,7,11,-999,0.86,133.15,99.27,19.59,29.68
2024,5,7,12,-999,0.88,145.89,99.16,19.71,30.08
2024,5,7,13,-999,0.94,154.93,99.08,19.96,30.12
2024,5,7,14,-999,1.02,159.34,99.05,20.39,29.62
2024,5,7,15,-999,1.05,161.43,99.04,20.87,29.11
2024,5,7,16,-999,1.05,163.05,99.04,21.3,28.56
2024,5,7,17,-999,0.94,162.02,99.09,21.36,27.9
2024,5,7,18,-999,0.87,157.82,99.15,21.18,27.35
2024,5,7,19,-999,0.93,153.43,99.24,20.87,27.08
2024,5,7,20,-999,1.03,150.9,99.3,20.63,26.85
2024,5,7,21,-999,1.22,149.98,99.32,20.45,26.65
2024,5,7,22,-999,1.41,149.47,99.3,20.32,26.44
2024,5,7,23,-999,1.49,147.23,99.29,20.14,26.25
2024,5,8,0,-999,1.53,145.82,99.22,20.08,26.04
2024,5,8,1,-999,1.38,143.26,99.21,20.02,25.9
2024,5,8,2,-999,1.27,136.49,99.18,19.9,25.82
2024,5,8,3,-999,1.07,122.18,99.21,19.71,25.71
2024,5,8,4,-999,0.94,101.5,99.24,19.53,25.58
2024,5,8,5,-999,0.91,90.98,99.29,19.35,25.45
2024,5,8,6,-999,0.83,88.92,99.32,19.35,25.55
2024,5,8,7,-999,0.77,87.11,99.33,19.65,26.23
2024,5,8,8,-999,0.7,75.19,99.38,19.65,26.89
2024,5,8,9,-999,0.65,61.28,99.35,19.65,27.62
2024,5,8,10,-999,0.71,45.44,99.31,19.1,28.24
2024,5,8,11,-999,0.83,33.84,99.26,18.68,28.45
2024,5,8,12,-999,0.84,25.85,99.19,18.8,28.57
2024,5,8,13,-999,0.82,24.85,99.13,18.98,28.58
2024,5,8,14,-999,0.77,29.17,99.07,19.29,28.47
2024,5,8,15,-999,0.69,36.74,99.03,19.65,28.36
2024,5,8,16,-999,0.61,44.48,99.02,19.9,28.15
2024,5,8,17,-999,0.52,54.87,99.04,20.02,27.72
2024,5,8,18,-999,0.46,73.11,99.09,19.9,27.24
2024,5,8,19,-999,0.52,91.74,99.14,19.78,27.05
2024,5,8,20,-999,0.59,99.96,99.21,19.71,26.87
2024,5,8,21,-999,0.61,99.58,99.24,19.65,26.66
2024,5,8,22,-999,0.63,93.58,99.24,19.65,26.48
2024,5,8,23,-999,0.65,83.81,99.23,19.65,26.3
2024,5,9,0,-999,0.66,74.15,99.17,19.65,26.22
2024,5,9,1,-999,0.63,71.34,99.13,19.53,26.08
2024,5,9,2,-999,0.63,80.66,99.1,19.41,25.94
2024,5,9,3,-999,0.71,94.45,99.1,19.29,25.9
2024,5,9,4,-999,0.72,97.43,99.11,19.17,25.73
2024,5,9,5,-999,0.7,98.94,99.14,18.98,25.51
2024,5,9,6,-999,0.75,95.41,99.2,19.23,25.61
2024,5,9,7,-999,0.9,93.48,99.27,19.84,26.51
2024,5,9,8,-999,1.06,92.11,99.32,19.9,27.19
2024,5,9,9,-999,1.13,92.78,99.34,19.29,28.29
2024,5,9,10,-999,1.09,97.02,99.29,18.92,29.28
2024,5,9,11,-999,1.09,100.75,99.19,18.98,29.81
2024,5,9,12,-999,1.11,101.78,99.1,19.17,30.13
2024,5,9,13,-999,1.14,101.08,99.01,19.29,30.23
2024,5,9,14,-999,1.14,99.07,98.96,19.35,30.08
2024,5,9,15,-999,1.1,100.67,98.93,19.9,29.6
2024,5,9,16,-999,1.06,107.23,98.97,20.69,29.08
2024,5,9,17,-999,1.01,112.79,99.04,20.94,28.23
2024,5,9,18,-999,0.96,113.44,99.12,20.63,27.31
2024,5,9,19,-999,0.98,112.48,99.22,20.39,26.96
2024,5,9,20,-999,1.01,113.2,99.29,20.14,26.6
2024,5,9,21,-999,1.05,113.7,99.33,20.02,26.39
2024,5,9,22,-999,1.04,112.52,99.34,19.84,26.15
2024,5,9,23,-999,1.02,111.07,99.35,19.71,25.96
2024,5,10,0,-999,1.01,113.78,99.28,19.65,25.83
2024,5,10,1,-999,1.04,119.64,99.18,19.59,25.68
2024,5,10,2,-999,1.1,125.73,99.11,19.65,25.6
2024,5,10,3,-999,1.17,129.85,99.04,19.59,25.56
2024,5,10,4,-999,1.18,129.08,99.05,19.59,25.48
2024,5,10,5,-999,1.18,119.28,99.1,19.53,25.42
2024,5,10,6,-999,1.21,104.57,99.18,19.78,25.71
2024,5,10,7,-999,1.42,87.79,99.28,20.51,26.78
2024,5,10,8,-999,1.56,73.47,99.32,20.75,27.59
2024,5,10,9,-999,1.73,64.94,99.32,20.51,28.62
2024,5,10,10,-999,1.82,61.23,99.25,20.32,29.46
2024,5,10,11,-999,1.84,59.29,99.19,20.39,30.06
2024,5,10,12,-999,1.84,57.87,99.12,20.51,30.4
2024,5,10,13,-999,1.82,56.92,99.06,20.51,30.47
2024,5,10,14,-999,1.8,57.97,98.99,20.63,30.32
2024,5,10,15,-999,1.74,60.67,98.99,20.94,29.83
2024,5,10,16,-999,1.63,64.42,99.02,21.55,29.16
2024,5,10,17,-999,1.49,66.92,99.08,21.61,28.29
2024,5,10,18,-999,1.47,66.56,99.14,21.24,27.4
2024,5,10,19,-999,1.54,63.82,99.22,21,27.02
2024,5,10,20,-999,1.56,63.18,99.3,20.75,26.72
2024,5,10,21,-999,1.52,64.49,99.33,20.57,26.38
2024,5,10,22,-999,1.43,68.6,99.36,20.39,26.15
2024,5,10,23,-999,1.39,73.39,99.36,20.2,25.97
2024,5,11,0,-999,1.37,78.18,99.3,20.02,25.91
2024,5,11,1,-999,1.32,85.6,99.28,19.84,25.86
2024,5,11,2,-999,1.31,94.79,99.23,19.71,25.86
2024,5,11,3,-999,1.34,104.52,99.24,19.59,25.79
2024,5,11,4,-999,1.41,112.16,99.26,19.53,25.72
2024,5,11,5,-999,1.44,114.75,99.29,19.53,25.59
2024,5,11,6,-999,1.46,116.02,99.33,19.84,25.83
2024,5,11,7,-999,1.73,115.64,99.36,20.75,26.91
2024,5,11,8,-999,1.86,114.84,99.37,21.24,27.69
2024,5,11,9,-999,1.93,113.14,99.36,21.06,28.41
2024,5,11,10,-999,1.79,109.38,99.37,20.69,29.05
2024,5,11,11,-999,1.5,107.21,99.31,20.51,29.5
2024,5,11,12,-999,1.24,105.35,99.27,20.45,29.81
2024,5,11,13,-999,1.16,103.28,99.17,20.39,29.87
2024,5,11,14,-999,1.23,102.45,99.1,20.45,29.58
2024,5,11,15,-999,1.27,99.58,99.06,20.69,29.19
2024,5,11,16,-999,1.18,97.59,99.09,21.12,28.72
2024,5,11,17,-999,1.05,94.69,99.15,21.24,27.99
2024,5,11,18,-999,1.03,91.74,99.22,21,27.26
2024,5,11,19,-999,1.13,90.4,99.29,20.81,26.94
2024,5,11,20,-999,1.23,87.45,99.38,20.63,26.78
2024,5,11,21,-999,1.27,83.27,99.44,20.51,26.58
2024,5,11,22,-999,1.27,80.07,99.45,20.39,26.4
2024,5,11,23,-999,1.24,78.41,99.43,20.26,26.27
2024,5,12,0,-999,1.19,82.83,99.38,20.2,26.14
2024,5,12,1,-999,1.2,94.86,99.33,20.08,26.08
2024,5,12,2,-999,1.28,108.1,99.29,19.96,26.06
2024,5,12,3,-999,1.37,117.15,99.29,19.9,25.99
2024,5,12,4,-999,1.4,120.85,99.27,19.9,25.99
2024,5,12,5,-999,1.4,122.28,99.27,19.84,25.94
2024,5,12,6,-999,1.46,123.18,99.28,19.9,26.1
2024,5,12,7,-999,1.67,123.54,99.32,20.32,26.76
2024,5,12,8,-999,1.43,118.81,99.43,20.63,27.47
2024,5,12,9,-999,1.18,109.76,99.46,20.32,28.28
2024,5,12,10,-999,1.06,101.06,99.43,20.08,28.85
2024,5,12,11,-999,1.05,95.54,99.34,20.08,29.23
2024,5,12,12,-999,1.06,90.42,99.28,20.2,29.49
2024,5,12,13,-999,1.05,85.31,99.18,20.51,29.51
2024,5,12,14,-999,1.04,79.62,99.13,20.75,29.42
2024,5,12,15,-999,1.05,77.94,99.09,21.12,29.11
2024,5,12,16,-999,1.08,80.81,99.12,21.36,28.48
2024,5,12,17,-999,1.1,81.81,99.15,21.36,27.85
2024,5,12,18,-999,1.15,81.37,99.21,21.18,27.37
2024,5,12,19,-999,1.2,80.23,99.25,21.06,27.13
2024,5,12,20,-999,1.2,81.03,99.3,21,26.94
2024,5,12,21,-999,1.24,82.02,99.33,20.94,26.79
2024,5,12,22,-999,1.19,83.58,99.3,20.87,26.65
2024,5,12,23,-999,1.13,85.24,99.26,20.75,26.5
2024,5,13,0,-999,1.07,88.75,99.2,20.63,26.33
2024,5,13,1,-999,1.1,93.25,99.1,20.45,26.26
2024,5,13,2,-999,1.21,99.64,99.06,20.2,26.1
2024,5,13,3,-999,1.29,105.8,99.06,20.02,25.93
2024,5,13,4,-999,1.38,109.87,99.07,19.78,25.86
2024,5,13,5,-999,1.47,110.56,99.12,19.53,25.74
2024,5,13,6,-999,1.5,112.69,99.2,19.65,25.95
2024,5,13,7,-999,1.65,113.66,99.24,20.39,26.97
2024,5,13,8,-999,1.58,114.16,99.27,20.69,27.67
2024,5,13,9,-999,1.5,114.57,99.24,20.39,28.52
2024,5,13,10,-999,1.38,114.39,99.22,19.9,29.27
2024,5,13,11,-999,1.28,112.19,99.14,19.9,29.71
2024,5,13,12,-999,1.14,111.66,99.06,19.96,29.91
2024,5,13,13,-999,1.02,112.05,99,20.08,29.89
2024,5,13,14,-999,0.95,112.33,98.97,20.2,29.65
2024,5,13,15,-999,0.92,112.43,98.99,20.63,29.08
2024,5,13,16,-999,0.96,113.01,99.03,21.12,28.44
2024,5,13,17,-999,0.99,113.32,99.06,21.18,27.83
2024,5,13,18,-999,1,112.96,99.12,21.06,27.33
2024,5,13,19,-999,1.1,112.56,99.19,20.94,27.08
2024,5,13,20,-999,1.17,113.15,99.25,20.81,26.95
2024,5,13,21,-999,1.24,113.34,99.3,20.75,26.78
2024,5,13,22,-999,1.31,114.27,99.28,20.63,26.61
2024,5,13,23,-999,1.37,113.93,99.25,20.51,26.51
2024,5,14,0,-999,1.41,116,99.2,20.39,26.34
2024,5,14,1,-999,1.47,119.56,99.13,20.32,26.25
2024,5,14,2,-999,1.53,123.77,99.09,20.26,26.19
2024,5,14,3,-999,1.58,127.78,99.07,20.2,26.06
2024,5,14,4,-999,1.58,130.39,99.11,20.14,25.93
2024,5,14,5,-999,1.57,130.57,99.14,20.14,25.87
2024,5,14,6,-999,1.64,130.75,99.19,20.2,25.95
2024,5,14,7,-999,1.85,131.07,99.25,20.51,26.4
2024,5,14,8,-999,1.97,129.19,99.3,20.81,26.9
2024,5,14,9,-999,1.96,127.05,99.32,20.87,27.4
2024,5,14,10,-999,1.73,128.58,99.24,20.32,27.95
2024,5,14,11,-999,1.38,131.09,99.17,20.14,28.4
2024,5,14,12,-999,1,133.42,99.11,20.02,28.45
2024,5,14,13,-999,0.7,130.46,99.04,19.96,28.42
2024,5,14,14,-999,0.47,121.29,99.02,20.14,28.21
2024,5,14,15,-999,0.3,79.56,99.06,20.45,27.97
2024,5,14,16,-999,0.5,43.73,99.1,20.63,27.67
2024,5,14,17,-999,0.65,46.94,99.17,20.63,27.24
2024,5,14,18,-999,0.7,68.32,99.19,20.39,26.76
2024,5,14,19,-999,0.78,83.09,99.25,20.14,26.51
2024,5,14,20,-999,0.79,72.81,99.32,19.96,26.29
2024,5,14,21,-999,0.83,59.31,99.4,19.84,26.17
2024,5,14,22,-999,0.87,67.82,99.4,19.71,25.97
2024,5,14,23,-999,0.93,88.07,99.36,19.59,25.81
2024,5,15,0,-999,1.07,100.9,99.29,19.53,25.73
2024,5,15,1,-999,1.25,106.39,99.22,19.53,25.63
2024,5,15,2,-999,1.42,108.24,99.14,19.53,25.59
2024,5,15,3,-999,1.42,106.94,99.15,19.53,25.55
2024,5,15,4,-999,1.24,101.66,99.24,19.41,25.48
2024,5,15,5,-999,1.16,95.4,99.3,19.23,25.44
2024,5,15,6,-999,1.11,92.42,99.36,19.35,25.67
2024,5,15,7,-999,-999,-999,-999,20.02,26.7
2024,5,15,8,-999,-999,-999,-999,20.26,27.37
2024,5,15,9,-999,-999,-999,-999,19.9,28.15
2024,5,15,10,-999,-999,-999,-999,19.53,28.8
2024,5,15,11,-999,-999,-999,-999,19.53,29.35
2024,5,15,12,-999,-999,-999,-999,19.59,29.7
2024,5,15,13,-999,-999,-999,-999,19.59,29.76
2024,5,15,14,-999,-999,-999,-999,19.71,29.6
2024,5,15,15,-999,-999,-999,-999,20.08,29.16
2024,5,15,16,-999,-999,-999,-999,20.63,28.62
2024,5,15,17,-999,-999,-999,-999,20.75,27.87
2024,5,15,18,-999,-999,-999,-999,20.51,27.17
2024,5,15,19,-999,-999,-999,-999,20.32,26.8
2024,5,15,20,-999,-999,-999,-999,20.14,26.57
2024,5,15,21,-999,-999,-999,-999,19.9,26.27
2024,5,15,22,-999,-999,-999,-999,19.71,26.12
2024,5,15,23,-999,-999,-999,-999,19.47,25.89
2024,5,16,0,-999,-999,-999,-999,19.35,25.78
2024,5,16,1,-999,-999,-999,-999,19.23,25.65
2024,5,16,2,-999,-999,-999,-999,19.17,25.4
2024,5,16,3,-999,-999,-999,-999,19.1,25.13
2024,5,16,4,-999,-999,-999,-999,19.1,25.02
2024,5,16,5,-999,-999,-999,-999,19.04,25.08
2024,5,16,6,-999,-999,-999,-999,19.23,25.37
2024,5,16,7,-999,-999,-999,-999,20.14,26.55
2024,5,16,8,-999,-999,-999,-999,20.32,27.57
2024,5,16,9,-999,-999,-999,-999,20.2,28.64
2024,5,16,10,-999,-999,-999,-999,19.9,29.27
2024,5,16,11,-999,-999,-999,-999,19.84,29.8
2024,5,16,12,-999,-999,-999,-999,19.78,30.23
2024,5,16,13,-999,-999,-999,-999,19.84,30.35
2024,5,16,14,-999,-999,-999,-999,20.02,30.18
2024,5,16,15,-999,-999,-999,-999,20.45,29.76
2024,5,16,16,-999,-999,-999,-999,21.24,28.99
2024,5,16,17,-999,-999,-999,-999,21.48,28.16
2024,5,16,18,-999,-999,-999,-999,21.24,27.3
2024,5,16,19,-999,-999,-999,-999,20.94,26.89
2024,5,16,20,-999,-999,-999,-999,20.75,26.65
2024,5,16,21,-999,-999,-999,-999,20.63,26.49
2024,5,16,22,-999,-999,-999,-999,20.45,26.35
2024,5,16,23,-999,-999,-999,-999,20.26,26.2
